date,day,month,year,casesDenmark,deathsDenmark,casesFinland,deathsFinland,casesNorway,deathsNorway,casesSweden,deathsSweden
20/08/2021,20,8,2021,923,1,610,2,1394,3,1,1
21/08/2021,21,8,2021,1024,1,704,2,1435,0,3,2
22/08/2021,22,8,2021,720,2,439,0,1000,0,1708,5
23/08/2021,23,8,2021,774,1,464,1,956,0,1270,5
24/08/2021,24,8,2021,1340,1,744,6,1856,0,1515,3
25/08/2021,25,8,2021,987,3,651,2,1624,0,1269,1
26/08/2021,26,8,2021,982,2,648,1,1613,8,915,0
27/08/2021,27,8,2021,925,3,648,2,1523,0,3,1
28/08/2021,28,8,2021,877,1,520,1,1545,0,5,5
29/08/2021,29,8,2021,737,3,336,0,992,0,2354,3
30/08/2021,30,8,2021,762,0,346,0,954,0,1022,2
31/08/2021,31,8,2021,843,4,579,6,1784,0,1103,2
01/09/2021,1,9,2021,825,0,521,3,1438,1,1425,6
02/09/2021,2,9,2021,694,0,481,1,1382,3,1323,3
03/09/2021,3,9,2021,697,3,460,2,1326,1,1,3
04/09/2021,4,9,2021,438,3,496,0,1183,0,10,6
05/09/2021,5,9,2021,632,0,331,1,665,0,2178,4
06/09/2021,6,9,2021,461,2,283,5,778,0,1399,4
07/09/2021,7,9,2021,451,2,534,1,1313,0,1395,10
08/09/2021,8,9,2021,514,5,480,2,1012,2,1479,8
09/09/2021,9,9,2021,591,5,454,1,921,12,1515,11
10/09/2021,10,9,2021,557,4,437,1,810,0,2,4
11/09/2021,11,9,2021,386,3,389,1,684,0,0,8
12/09/2021,12,9,2021,434,0,239,0,510,0,2137,8
13/09/2021,13,9,2021,263,3,285,5,481,0,1114,7
14/09/2021,14,9,2021,425,0,487,1,988,0,1184,8
15/09/2021,15,9,2021,370,3,489,1,702,0,994,12
16/09/2021,16,9,2021,313,2,481,2,725,9,829,7
17/09/2021,17,9,2021,324,3,481,4,760,0,1,3
18/09/2021,18,9,2021,325,3,425,3,650,0,0,6
19/09/2021,19,9,2021,252,3,299,1,404,0,1178,4
20/09/2021,20,9,2021,268,2,355,3,386,0,891,7
21/09/2021,21,9,2021,344,3,684,3,750,0,743,10
22/09/2021,22,9,2021,346,1,645,4,609,1,771,6
23/09/2021,23,9,2021,341,4,669,4,583,10,715,6
24/09/2021,24,9,2021,382,2,619,3,498,0,1,4
25/09/2021,25,9,2021,358,0,532,5,488,0,6,6
26/09/2021,26,9,2021,353,2,356,3,300,0,1068,3
27/09/2021,27,9,2021,333,4,383,5,256,0,845,4
28/09/2021,28,9,2021,457,6,746,4,657,0,852,7
29/09/2021,29,9,2021,542,2,728,7,486,0,766,5
30/09/2021,30,9,2021,427,2,747,2,492,9,698,5
01/10/2021,1,10,2021,441,3,610,3,449,1,2,6
02/10/2021,2,10,2021,426,4,596,8,446,0,0,9
03/10/2021,3,10,2021,368,0,425,5,238,0,1192,5
04/10/2021,4,10,2021,380,1,399,3,243,0,738,6
05/10/2021,5,10,2021,477,0,690,5,616,0,842,11
06/10/2021,6,10,2021,573,1,610,3,459,0,741,8
07/10/2021,7,10,2021,607,3,640,3,386,13,599,8
08/10/2021,8,10,2021,670,1,560,4,375,0,16,6
09/10/2021,9,10,2021,618,0,563,2,447,0,9,5
10/10/2021,10,10,2021,544,0,345,1,290,0,1121,5
11/10/2021,11,10,2021,564,2,319,4,259,0,905,4
12/10/2021,12,10,2021,587,3,661,6,746,0,796,7
13/10/2021,13,10,2021,789,0,550,1,580,0,668,4
14/10/2021,14,10,2021,767,2,516,2,715,9,565,1
15/10/2021,15,10,2021,700,3,623,2,645,0,14,6
16/10/2021,16,10,2021,753,1,580,8,752,1,0,5
17/10/2021,17,10,2021,591,5,376,4,463,0,1078,6
18/10/2021,18,10,2021,752,3,392,2,502,0,818,3
19/10/2021,19,10,2021,756,2,798,13,1224,0,786,3
20/10/2021,20,10,2021,1127,4,679,4,1055,1,777,4
21/10/2021,21,10,2021,1247,2,640,5,1114,5,891,3
22/10/2021,22,10,2021,1270,0,593,5,1143,0,525,3
23/10/2021,23,10,2021,1262,1,655,2,1179,0,319,1
24/10/2021,24,10,2021,1349,2,405,3,605,0,539,6
25/10/2021,25,10,2021,1411,0,439,5,687,0,1262,4
26/10/2021,26,10,2021,1253,4,973,12,1975,2,891,4
27/10/2021,27,10,2021,1871,5,754,3,1415,0,1079,6
28/10/2021,28,10,2021,1847,1,771,7,1651,17,977,4
29/10/2021,29,10,2021,1784,0,802,9,1498,1,861,2
30/10/2021,30,10,2021,1671,4,842,11,1457,2,301,4
31/10/2021,31,10,2021,1532,1,514,9,885,0,629,2
01/11/2021,1,11,2021,1457,2,506,4,958,0,1162,5
02/11/2021,2,11,2021,1981,0,1123,12,2390,−1,837,10
03/11/2021,3,11,2021,1978,1,836,9,1753,3,826,2
04/11/2021,4,11,2021,2598,5,971,4,1966,23,731,4
05/11/2021,5,11,2021,2251,3,934,6,1773,1,597,7
06/11/2021,6,11,2021,2097,10,946,5,1791,1,278,3
07/11/2021,7,11,2021,2416,3,618,3,1088,0,502,2
08/11/2021,8,11,2021,2294,2,570,6,1061,0,1321,8
09/11/2021,9,11,2021,2562,2,1253,17,2861,0,1020,2
10/11/2021,10,11,2021,3017,3,1200,9,2139,3,925,8
11/11/2021,11,11,2021,2132,4,1172,5,2434,43,911,6
12/11/2021,12,11,2021,4585,4,1214,4,2334,1,829,2
13/11/2021,13,11,2021,2948,7,1275,6,2222,0,311,3
14/11/2021,14,11,2021,3223,7,708,9,1378,0,574,6
15/11/2021,15,11,2021,3670,5,674,5,1351,0,1296,5
16/11/2021,16,11,2021,3899,9,1425,10,3534,6,1205,4
17/11/2021,17,11,2021,3907,5,1336,10,2800,1,1130,4
18/11/2021,18,11,2021,4013,6,1257,9,2939,46,1314,6
19/11/2021,19,11,2021,4070,5,1277,11,2822,1,1092,2
20/11/2021,20,11,2021,3795,10,1301,8,2728,0,482,3
21/11/2021,21,11,2021,3415,3,792,8,1796,0,953,3
22/11/2021,22,11,2021,3711,6,791,3,1845,0,2077,4
23/11/2021,23,11,2021,4199,4,1701,15,4687,0,2107,2
24/11/2021,24,11,2021,4426,9,1427,7,3787,4,2114,0
25/11/2021,25,11,2021,4390,12,1445,12,4073,38,2025,2
26/11/2021,26,11,2021,4076,9,1470,5,4185,1,1759,2
27/11/2021,27,11,2021,3744,13,1531,6,4291,0,880,2
28/11/2021,28,11,2021,4290,9,970,7,2680,0,1347,6
29/11/2021,29,11,2021,4326,11,1003,5,2898,0,2657,5
30/11/2021,30,11,2021,4148,12,1078,3,6472,3,2424,2
01/12/2021,1,12,2021,5120,14,1921,7,5516,0,2208,4
02/12/2021,2,12,2021,4680,3,1732,9,5308,38,2154,2
03/12/2021,3,12,2021,4559,15,1710,7,5301,1,2084,4
04/12/2021,4,12,2021,4325,12,1806,6,5183,1,927,6
05/12/2021,5,12,2021,3026,7,1127,7,3166,0,2254,5
06/12/2021,6,12,2021,7146,10,1270,5,3212,0,3333,8
07/12/2021,7,12,2021,6324,9,2357,7,6646,0,3255,5
08/12/2021,8,12,2021,6629,7,1833,6,5199,5,3072,6
09/12/2021,9,12,2021,6985,11,2100,8,5020,61,2865,3
10/12/2021,10,12,2021,6599,13,1989,8,4655,0,2395,8
11/12/2021,11,12,2021,5606,9,2177,8,4252,2,1475,3
12/12/2021,12,12,2021,5989,9,1614,2,2747,0,2712,6
13/12/2021,13,12,2021,7799,9,1753,5,2605,0,4064,3
14/12/2021,14,12,2021,8314,7,3045,8,5365,3,4008,5
15/12/2021,15,12,2021,8773,9,3170,7,4173,0,4116,10
16/12/2021,16,12,2021,9999,12,3538,8,3690,0,4179,7
17/12/2021,17,12,2021,11194,3,3899,10,3353,0,3389,12
18/12/2021,18,12,2021,8594,13,2273,6,1781,0,2019,6
19/12/2021,19,12,2021,8212,9,2676,5,2025,0,3036,7
20/12/2021,20,12,2021,10082,8,3307,9,2431,0,4668,6
21/12/2021,21,12,2021,13057,17,6661,17,4796,0,5107,4
22/12/2021,22,12,2021,13386,14,6871,12,4016,0,5127,7
23/12/2021,23,12,2021,12487,15,7391,14,4172,0,5815,8
24/12/2021,24,12,2021,11229,14,7326,20,4192,0,2364,8
27/12/2021,27,12,2021,16164,7,6871,20,2830,98,1791,4
28/12/2021,28,12,2021,13000,14,3990,11,2592,0,6125,11
29/12/2021,29,12,2021,23228,16,4968,13,4055,0,9231,11
30/12/2021,30,12,2021,21403,9,9491,17,9136,0,10926,7
31/12/2021,31,12,2021,18695,11,9946,23,8009,2,11463,10
03/01/2022,3,1,2022,8801,5,9749,20,7036,42,10599,8
04/01/2022,4,1,2022,25073,15,7401,15,6214,0,5271,11
05/01/2022,5,1,2022,28283,15,9559,19,6372,1,5727,12
06/01/2022,6,1,2022,25995,11,5983,20,4434,0,9980,20
07/01/2022,7,1,2022,18261,10,6845,14,5169,0,17578,18
08/01/2022,8,1,2022,12588,28,11084,25,12127,0,24084,17
10/01/2022,10,1,2022,14414,9,9725,14,10906,0,17707,20
11/01/2022,11,1,2022,22396,14,9444,20,11115,22,19924,17
12/01/2022,12,1,2022,24343,25,8673,20,10882,9,19500,22
13/01/2022,13,1,2022,25751,20,8673,22,11346,0,16510,17
14/01/2022,14,1,2022,23614,15,5868,19,7745,0,15077,11
15/01/2022,15,1,2022,25034,16,6470,19,8640,0,22924,30
16/01/2022,16,1,2022,26169,10,10939,26,20816,1,26564,21
17/01/2022,17,1,2022,28780,11,9705,14,18530,1,26069,20
18/01/2022,18,1,2022,33493,14,9107,16,18154,29,26185,29
19/01/2022,19,1,2022,38759,16,8704,19,18278,1,25790,23
20/01/2022,20,1,2022,40626,15,7904,14,18554,1,22076,36
21/01/2022,21,1,2022,46831,21,4652,13,12267,0,24198,35
22/01/2022,22,1,2022,36120,25,5184,10,12864,0,39314,32
23/01/2022,23,1,2022,42018,12,10154,26,28361,0,40623,33
24/01/2022,24,1,2022,40348,13,8473,13,23587,2,43715,31
25/01/2022,25,1,2022,46590,14,7056,21,22087,23,39807,42
26/01/2022,26,1,2022,46747,21,7018,20,20089,0,37705,34
27/01/2022,27,1,2022,51033,18,6506,20,19001,0,30982,35
28/01/2022,28,1,2022,53655,26,4187,12,10779,0,33909,40
29/01/2022,29,1,2022,41083,17,4324,9,11546,0,46669,39
30/01/2022,30,1,2022,36196,21,8902,27,27862,1,41678,50
31/01/2022,31,1,2022,29084,17,7600,19,23467,0,53893,33
01/02/2022,1,2,2022,45366,15,7190,28,20354,26,39515,50
02/02/2022,2,2,2022,55001,20,6535,22,17530,0,34327,45
03/02/2022,3,2,2022,44225,21,6118,19,17417,0,15066,42
04/02/2022,4,2,2022,40179,17,3596,22,10964,0,24799,41
05/02/2022,5,2,2022,39190,35,4326,9,11095,0,40930,53
06/02/2022,6,2,2022,36512,18,9254,22,29475,0,35939,46
07/02/2022,7,2,2022,34849,28,7928,10,25515,0,28295,59
08/02/2022,8,2,2022,49798,18,7311,15,24012,46,25701,51
09/02/2022,9,2,2022,55120,21,6712,22,21930,1,19987,56
10/02/2022,10,2,2022,53747,29,6124,17,20534,0,10068,50
11/02/2022,11,2,2022,48170,24,3668,17,9182,0,9650,59
12/02/2022,12,2,2022,44350,37,4223,10,7831,0,19603,57
13/02/2022,13,2,2022,38323,30,8189,18,20266,0,15834,39
14/02/2022,14,2,2022,29474,41,7025,20,16663,0,7416,46
15/02/2022,15,2,2022,42978,30,6933,12,17183,35,5826,48
16/02/2022,16,2,2022,42948,24,6508,26,15822,0,2817,32
17/02/2022,17,2,2022,40600,44,6184,22,15691,0,1175,48
18/02/2022,18,2,2022,35658,43,3612,10,7685,0,2541,65
19/02/2022,19,2,2022,33304,28,3957,14,7527,0,4876,51
20/02/2022,20,2,2022,25690,34,8388,22,22209,1,4041,54
21/02/2022,21,2,2022,28883,29,6982,20,18330,0,4214,58
22/02/2022,22,2,2022,30480,34,6859,21,18127,49,3419,46
23/02/2022,23,2,2022,29040,47,6036,15,15334,0,1968,47
24/02/2022,24,2,2022,25209,39,5748,12,14538,0,1084,37
25/02/2022,25,2,2022,22784,40,3449,10,6202,0,2291,53
26/02/2022,26,2,2022,17359,37,4035,11,6178,0,3434,46
27/02/2022,27,2,2022,16454,46,8240,25,17535,0,3085,38
28/02/2022,28,2,2022,16578,28,6799,13,12459,0,3511,45
01/03/2022,1,3,2022,18561,37,6677,11,11098,66,2752,46
02/03/2022,2,3,2022,20458,38,6027,13,8889,0,1483,52
04/03/2022,4,3,2022,20266,41,4670,7,8285,0,1090,33
05/03/2022,5,3,2022,15735,58,2544,6,3718,0,1457,44
06/03/2022,6,3,2022,10827,38,3052,4,3385,0,3068,33
07/03/2022,7,3,2022,12225,37,8597,11,11605,0,2444,42
08/03/2022,8,3,2022,15475,43,7814,6,7549,0,2081,39
09/03/2022,9,3,2022,16958,60,8086,4,7184,88,1892,40
10/03/2022,10,3,2022,14309,41,7432,6,5840,0,1267,32
11/03/2022,11,3,2022,13826,27,6857,7,5377,−1,326,35
12/03/2022,12,3,2022,7091,52,3950,0,2198,0,1428,29
13/03/2022,13,3,2022,6658,47,4118,3,2249,0,2219,28
14/03/2022,14,3,2022,7892,21,9803,1,7365,0,2102,16
15/03/2022,15,3,2022,9947,36,8347,0,4611,0,1620,22
16/03/2022,16,3,2022,9585,25,8263,1,4555,72,1514,16
17/03/2022,17,3,2022,8326,43,7168,0,3764,346,818,18
18/03/2022,18,3,2022,7216,38,5022,0,3374,0,406,22
19/03/2022,19,3,2022,6352,37,2924,0,1507,0,882,14
20/03/2022,20,3,2022,4984,27,2649,0,1221,0,1710,9
21/03/2022,21,3,2022,5221,28,8,0,2158,0,1788,9
22/03/2022,22,3,2022,7401,30,0,0,0,170,1862,1
