date,day,month,year,cases,deaths,countries
07/10/2021,7,10,2021,741,8,Sweden
06/10/2021,6,10,2021,842,11,Sweden
05/10/2021,5,10,2021,738,6,Sweden
04/10/2021,4,10,2021,1192,5,Sweden
03/10/2021,3,10,2021,0,9,Sweden
02/10/2021,2,10,2021,2,6,Sweden
01/10/2021,1,10,2021,698,5,Sweden
30/09/2021,30,9,2021,766,5,Sweden
29/09/2021,29,9,2021,852,7,Sweden
28/09/2021,28,9,2021,845,4,Sweden
27/09/2021,27,9,2021,1068,3,Sweden
26/09/2021,26,9,2021,6,6,Sweden
25/09/2021,25,9,2021,1,4,Sweden
24/09/2021,24,9,2021,715,6,Sweden
23/09/2021,23,9,2021,771,6,Sweden
22/09/2021,22,9,2021,743,10,Sweden
21/09/2021,21,9,2021,891,7,Sweden
20/09/2021,20,9,2021,1178,4,Sweden
19/09/2021,19,9,2021,0,6,Sweden
18/09/2021,18,9,2021,1,3,Sweden
17/09/2021,17,9,2021,829,7,Sweden
16/09/2021,16,9,2021,994,12,Sweden
15/09/2021,15,9,2021,1184,8,Sweden
14/09/2021,14,9,2021,1114,7,Sweden
13/09/2021,13,9,2021,2137,8,Sweden
12/09/2021,12,9,2021,0,8,Sweden
11/09/2021,11,9,2021,2,4,Sweden
10/09/2021,10,9,2021,1515,11,Sweden
09/09/2021,9,9,2021,1479,8,Sweden
08/09/2021,8,9,2021,1395,10,Sweden
07/09/2021,7,9,2021,1399,4,Sweden
06/09/2021,6,9,2021,2178,4,Sweden
05/09/2021,5,9,2021,10,6,Sweden
04/09/2021,4,9,2021,1,3,Sweden
03/09/2021,3,9,2021,1323,3,Sweden
02/09/2021,2,9,2021,1425,6,Sweden
01/09/2021,1,9,2021,1103,2,Sweden
31/08/2021,31,8,2021,1022,2,Sweden
30/08/2021,30,8,2021,2354,3,Sweden
29/08/2021,29,8,2021,5,5,Sweden
28/08/2021,28,8,2021,3,1,Sweden
27/08/2021,27,8,2021,915,0,Sweden
26/08/2021,26,8,2021,1269,1,Sweden
25/08/2021,25,8,2021,1515,3,Sweden
24/08/2021,24,8,2021,1270,5,Sweden
23/08/2021,23,8,2021,1708,5,Sweden
22/08/2021,22,8,2021,3,2,Sweden
21/08/2021,21,8,2021,1,1,Sweden
20/08/2021,20,8,2021,1045,2,Sweden
19/08/2021,19,8,2021,1028,2,Sweden
18/08/2021,18,8,2021,1275,1,Sweden
17/08/2021,17,8,2021,1330,3,Sweden
16/08/2021,16,8,2021,1781,0,Sweden
15/08/2021,15,8,2021,10,1,Sweden
14/08/2021,14,8,2021,8,1,Sweden
13/08/2021,13,8,2021,1016,2,Sweden
12/08/2021,12,8,2021,1040,1,Sweden
11/08/2021,11,8,2021,1057,0,Sweden
10/08/2021,10,8,2021,1201,1,Sweden
09/08/2021,9,8,2021,1485,0,Sweden
08/08/2021,8,8,2021,3,2,Sweden
07/08/2021,7,8,2021,6,0,Sweden
06/08/2021,6,8,2021,818,3,Sweden
05/08/2021,5,8,2021,819,2,Sweden
04/08/2021,4,8,2021,852,0,Sweden
03/08/2021,3,8,2021,960,0,Sweden
02/08/2021,2,8,2021,1151,0,Sweden
01/08/2021,1,8,2021,1,0,Sweden
31/07/2021,31,7,2021,4,0,Sweden
30/07/2021,30,7,2021,685,1,Sweden
29/07/2021,29,7,2021,621,2,Sweden
28/07/2021,28,7,2021,656,1,Sweden
27/07/2021,27,7,2021,654,0,Sweden
26/07/2021,26,7,2021,839,0,Sweden
25/07/2021,25,7,2021,2,0,Sweden
24/07/2021,24,7,2021,11,0,Sweden
23/07/2021,23,7,2021,444,1,Sweden
22/07/2021,22,7,2021,477,1,Sweden
21/07/2021,21,7,2021,582,1,Sweden
20/07/2021,20,7,2021,517,0,Sweden
19/07/2021,19,7,2021,628,0,Sweden
18/07/2021,18,7,2021,6,0,Sweden
17/07/2021,17,7,2021,11,1,Sweden
16/07/2021,16,7,2021,337,0,Sweden
15/07/2021,15,7,2021,366,1,Sweden
14/07/2021,14,7,2021,350,0,Sweden
13/07/2021,13,7,2021,370,0,Sweden
12/07/2021,12,7,2021,443,0,Sweden
11/07/2021,11,7,2021,0,1,Sweden
10/07/2021,10,7,2021,7,0,Sweden
09/07/2021,9,7,2021,228,0,Sweden
08/07/2021,8,7,2021,237,0,Sweden
07/07/2021,7,7,2021,258,0,Sweden
06/07/2021,6,7,2021,369,2,Sweden
05/07/2021,5,7,2021,415,0,Sweden
04/07/2021,4,7,2021,2,0,Sweden
03/07/2021,3,7,2021,3,2,Sweden
02/07/2021,2,7,2021,326,1,Sweden
01/07/2021,1,7,2021,284,1,Sweden
30/06/2021,30,6,2021,560,1,Sweden
29/06/2021,29,6,2021,251,1,Sweden
28/06/2021,28,6,2021,444,2,Sweden
27/06/2021,27,6,2021,8,0,Sweden
26/06/2021,26,6,2021,8,0,Sweden
25/06/2021,25,6,2021,31,2,Sweden
24/06/2021,24,6,2021,373,2,Sweden
23/06/2021,23,6,2021,379,0,Sweden
22/06/2021,22,6,2021,506,3,Sweden
21/06/2021,21,6,2021,678,2,Sweden
20/06/2021,20,6,2021,1,3,Sweden
19/06/2021,19,6,2021,19,2,Sweden
18/06/2021,18,6,2021,601,3,Sweden
17/06/2021,17,6,2021,2190,1,Sweden
16/06/2021,16,6,2021,36,2,Sweden
15/06/2021,15,6,2021,1,2,Sweden
14/06/2021,14,6,2021,0,4,Sweden
13/06/2021,13,6,2021,159,0,Sweden
12/06/2021,12,6,2021,524,2,Sweden
11/06/2021,11,6,2021,484,1,Sweden
10/06/2021,10,6,2021,729,3,Sweden
09/06/2021,9,6,2021,825,7,Sweden
08/06/2021,8,6,2021,1183,4,Sweden
07/06/2021,7,6,2021,490,5,Sweden
06/06/2021,6,6,2021,222,3,Sweden
05/06/2021,5,6,2021,758,3,Sweden
04/06/2021,4,6,2021,989,14,Sweden
03/06/2021,3,6,2021,1080,6,Sweden
02/06/2021,2,6,2021,1364,6,Sweden
01/06/2021,1,6,2021,2783,1,Sweden
31/05/2021,31,5,2021,1898,6,Sweden
30/05/2021,30,5,2021,1948,8,Sweden
29/05/2021,29,5,2021,285,3,Sweden
28/05/2021,28,5,2021,297,8,Sweden
27/05/2021,27,5,2021,92,7,Sweden
26/05/2021,26,5,2021,1418,9,Sweden
25/05/2021,25,5,2021,2739,8,Sweden
24/05/2021,24,5,2021,1195,4,Sweden
23/05/2021,23,5,2021,620,11,Sweden
22/05/2021,22,5,2021,1909,10,Sweden
21/05/2021,21,5,2021,2317,12,Sweden
20/05/2021,20,5,2021,3166,12,Sweden
19/05/2021,19,5,2021,3410,7,Sweden
18/05/2021,18,5,2021,4642,9,Sweden
17/05/2021,17,5,2021,2106,9,Sweden
16/05/2021,16,5,2021,1408,13,Sweden
15/05/2021,15,5,2021,3969,12,Sweden
14/05/2021,14,5,2021,2579,24,Sweden
13/05/2021,13,5,2021,3918,19,Sweden
12/05/2021,12,5,2021,5269,11,Sweden
11/05/2021,11,5,2021,6311,10,Sweden
10/05/2021,10,5,2021,2460,22,Sweden
09/05/2021,9,5,2021,1657,16,Sweden
08/05/2021,8,5,2021,4476,19,Sweden
07/05/2021,7,5,2021,5244,13,Sweden
06/05/2021,6,5,2021,5716,10,Sweden
05/05/2021,5,5,2021,6482,17,Sweden
04/05/2021,4,5,2021,7035,13,Sweden
03/05/2021,3,5,2021,3068,19,Sweden
02/05/2021,2,5,2021,1718,12,Sweden
01/05/2021,1,5,2021,4753,12,Sweden
30/04/2021,30,4,2021,5424,17,Sweden
29/04/2021,29,4,2021,5931,19,Sweden
28/04/2021,28,4,2021,7144,21,Sweden
27/04/2021,27,4,2021,7267,23,Sweden
26/04/2021,26,4,2021,3069,11,Sweden
25/04/2021,25,4,2021,1756,20,Sweden
24/04/2021,24,4,2021,4568,13,Sweden
23/04/2021,23,4,2021,5501,17,Sweden
22/04/2021,22,4,2021,6248,16,Sweden
21/04/2021,21,4,2021,7706,24,Sweden
20/04/2021,20,4,2021,7538,26,Sweden
19/04/2021,19,4,2021,2713,15,Sweden
18/04/2021,18,4,2021,2514,16,Sweden
17/04/2021,17,4,2021,4983,20,Sweden
16/04/2021,16,4,2021,6440,15,Sweden
15/04/2021,15,4,2021,7665,25,Sweden
14/04/2021,14,4,2021,7093,28,Sweden
13/04/2021,13,4,2021,8870,21,Sweden
12/04/2021,12,4,2021,3471,16,Sweden
11/04/2021,11,4,2021,2390,17,Sweden
10/04/2021,10,4,2021,5626,11,Sweden
09/04/2021,9,4,2021,7626,24,Sweden
08/04/2021,8,4,2021,7760,22,Sweden
07/04/2021,7,4,2021,7824,22,Sweden
06/04/2021,6,4,2021,6813,13,Sweden
05/04/2021,5,4,2021,3103,24,Sweden
04/04/2021,4,4,2021,1449,14,Sweden
03/04/2021,3,4,2021,3403,18,Sweden
02/04/2021,2,4,2021,6836,22,Sweden
01/04/2021,1,4,2021,6976,25,Sweden
31/03/2021,31,3,2021,8290,24,Sweden
30/03/2021,30,3,2021,8468,16,Sweden
29/03/2021,29,3,2021,2962,23,Sweden
28/03/2021,28,3,2021,1980,17,Sweden
27/03/2021,27,3,2021,5196,19,Sweden
26/03/2021,26,3,2021,6294,22,Sweden
25/03/2021,25,3,2021,6365,22,Sweden
24/03/2021,24,3,2021,7706,16,Sweden
23/03/2021,23,3,2021,7652,14,Sweden
22/03/2021,22,3,2021,2687,16,Sweden
21/03/2021,21,3,2021,1579,18,Sweden
20/03/2021,20,3,2021,4380,25,Sweden
19/03/2021,19,3,2021,5406,11,Sweden
18/03/2021,18,3,2021,5736,18,Sweden
17/03/2021,17,3,2021,6431,19,Sweden
16/03/2021,16,3,2021,6786,15,Sweden
15/03/2021,15,3,2021,2714,21,Sweden
14/03/2021,14,3,2021,1040,22,Sweden
13/03/2021,13,3,2021,3953,19,Sweden
12/03/2021,12,3,2021,4994,19,Sweden
11/03/2021,11,3,2021,5332,16,Sweden
10/03/2021,10,3,2021,5326,21,Sweden
09/03/2021,9,3,2021,5928,20,Sweden
08/03/2021,8,3,2021,1982,24,Sweden
07/03/2021,7,3,2021,1451,17,Sweden
06/03/2021,6,3,2021,3452,12,Sweden
05/03/2021,5,3,2021,4069,15,Sweden
04/03/2021,4,3,2021,4883,19,Sweden
03/03/2021,3,3,2021,4869,19,Sweden
02/03/2021,2,3,2021,6189,23,Sweden
01/03/2021,1,3,2021,2826,24,Sweden
28/02/2021,28,2,2021,1242,25,Sweden
27/02/2021,27,2,2021,3107,19,Sweden
26/02/2021,26,2,2021,4583,18,Sweden
25/02/2021,25,2,2021,4830,20,Sweden
24/02/2021,24,2,2021,4977,26,Sweden
23/02/2021,23,2,2021,5404,13,Sweden
22/02/2021,22,2,2021,2539,25,Sweden
21/02/2021,21,2,2021,1599,21,Sweden
20/02/2021,20,2,2021,2781,29,Sweden
19/02/2021,19,2,2021,4028,25,Sweden
18/02/2021,18,2,2021,4134,18,Sweden
17/02/2021,17,2,2021,4965,34,Sweden
16/02/2021,16,2,2021,4205,22,Sweden
15/02/2021,15,2,2021,1901,23,Sweden
14/02/2021,14,2,2021,1211,28,Sweden
13/02/2021,13,2,2021,2771,25,Sweden
12/02/2021,12,2,2021,3569,28,Sweden
11/02/2021,11,2,2021,3804,33,Sweden
10/02/2021,10,2,2021,4353,27,Sweden
09/02/2021,9,2,2021,4069,25,Sweden
08/02/2021,8,2,2021,1505,39,Sweden
07/02/2021,7,2,2021,1013,29,Sweden
06/02/2021,6,2,2021,2332,33,Sweden
05/02/2021,5,2,2021,3260,36,Sweden
04/02/2021,4,2,2021,3396,30,Sweden
03/02/2021,3,2,2021,3737,52,Sweden
02/02/2021,2,2,2021,4315,43,Sweden
01/02/2021,1,2,2021,1551,46,Sweden
31/01/2021,31,1,2021,1164,39,Sweden
30/01/2021,30,1,2021,2695,57,Sweden
29/01/2021,29,1,2021,4252,58,Sweden
28/01/2021,28,1,2021,2368,55,Sweden
27/01/2021,27,1,2021,4105,54,Sweden
26/01/2021,26,1,2021,4186,67,Sweden
25/01/2021,25,1,2021,1884,59,Sweden
24/01/2021,24,1,2021,1147,51,Sweden
23/01/2021,23,1,2021,2368,64,Sweden
22/01/2021,22,1,2021,3722,59,Sweden
21/01/2021,21,1,2021,4196,88,Sweden
20/01/2021,20,1,2021,4946,87,Sweden
19/01/2021,19,1,2021,4732,92,Sweden
18/01/2021,18,1,2021,2111,72,Sweden
17/01/2021,17,1,2021,1250,61,Sweden
16/01/2021,16,1,2021,2160,83,Sweden
15/01/2021,15,1,2021,4205,90,Sweden
14/01/2021,14,1,2021,4743,95,Sweden
13/01/2021,13,1,2021,6595,91,Sweden
12/01/2021,12,1,2021,5334,89,Sweden
11/01/2021,11,1,2021,4648,89,Sweden
10/01/2021,10,1,2021,2317,92,Sweden
09/01/2021,9,1,2021,4735,89,Sweden
08/01/2021,8,1,2021,5691,99,Sweden
07/01/2021,7,1,2021,7148,103,Sweden
06/01/2021,6,1,2021,5028,82,Sweden
05/01/2021,5,1,2021,7546,93,Sweden
04/01/2021,4,1,2021,6982,86,Sweden
03/01/2021,3,1,2021,2754,83,Sweden
02/01/2021,2,1,2021,2530,99,Sweden
01/01/2021,1,1,2021,2618,87,Sweden
31/12/2020,31,12,2020,6999,110,Sweden
30/12/2020,30,12,2020,10459,90,Sweden
29/12/2020,29,12,2020,8872,73,Sweden
28/12/2020,28,12,2020,7091,121,Sweden
27/12/2020,27,12,2020,3208,99,Sweden
26/12/2020,26,12,2020,2966,94,Sweden
25/12/2020,25,12,2020,2793,106,Sweden
24/12/2020,24,12,2020,5036,88,Sweden
23/12/2020,23,12,2020,11376,87,Sweden
22/12/2020,22,12,2020,6595,93,Sweden
21/12/2020,21,12,2020,5160,76,Sweden
20/12/2020,20,12,2020,3752,94,Sweden
19/12/2020,19,12,2020,5509,80,Sweden
18/12/2020,18,12,2020,7917,71,Sweden
17/12/2020,17,12,2020,9640,116,Sweden
16/12/2020,16,12,2020,8824,102,Sweden
15/12/2020,15,12,2020,7001,88,Sweden
14/12/2020,14,12,2020,3534,94,Sweden
13/12/2020,13,12,2020,3057,71,Sweden
12/12/2020,12,12,2020,6538,68,Sweden
11/12/2020,11,12,2020,7717,89,Sweden
10/12/2020,10,12,2020,6693,86,Sweden
09/12/2020,9,12,2020,8398,75,Sweden
08/12/2020,8,12,2020,7446,54,Sweden
07/12/2020,7,12,2020,3782,58,Sweden
06/12/2020,6,12,2020,1803,81,Sweden
05/12/2020,5,12,2020,4864,43,Sweden
04/12/2020,4,12,2020,7338,70,Sweden
03/12/2020,3,12,2020,6986,77,Sweden
02/12/2020,2,12,2020,6547,71,Sweden
01/12/2020,1,12,2020,5819,67,Sweden
30/11/2020,30,11,2020,3480,67,Sweden
29/11/2020,29,11,2020,2753,50,Sweden
28/11/2020,28,11,2020,3825,50,Sweden
27/11/2020,27,11,2020,6462,65,Sweden
26/11/2020,26,11,2020,6903,60,Sweden
25/11/2020,25,11,2020,6066,69,Sweden
24/11/2020,24,11,2020,5674,68,Sweden
23/11/2020,23,11,2020,3877,55,Sweden
22/11/2020,22,11,2020,2422,59,Sweden
21/11/2020,21,11,2020,4492,51,Sweden
20/11/2020,20,11,2020,5458,45,Sweden
19/11/2020,19,11,2020,7609,46,Sweden
18/11/2020,18,11,2020,4961,50,Sweden
17/11/2020,17,11,2020,4458,44,Sweden
16/11/2020,16,11,2020,2544,37,Sweden
15/11/2020,15,11,2020,1581,39,Sweden
14/11/2020,14,11,2020,3513,38,Sweden
13/11/2020,13,11,2020,6730,33,Sweden
12/11/2020,12,11,2020,5564,28,Sweden
11/11/2020,11,11,2020,5709,27,Sweden
10/11/2020,10,11,2020,4497,35,Sweden
09/11/2020,9,11,2020,3725,35,Sweden
08/11/2020,8,11,2020,2097,22,Sweden
07/11/2020,7,11,2020,4451,27,Sweden
06/11/2020,6,11,2020,4454,25,Sweden
05/11/2020,5,11,2020,4744,22,Sweden
04/11/2020,4,11,2020,4482,21,Sweden
03/11/2020,3,11,2020,3608,20,Sweden
02/11/2020,2,11,2020,1569,20,Sweden
01/11/2020,1,11,2020,1297,22,Sweden
31/10/2020,31,10,2020,2987,13,Sweden
30/10/2020,30,10,2020,4056,9,Sweden
29/10/2020,29,10,2020,3262,9,Sweden
28/10/2020,28,10,2020,3389,9,Sweden
27/10/2020,27,10,2020,2414,9,Sweden
26/10/2020,26,10,2020,1069,11,Sweden
25/10/2020,25,10,2020,514,8,Sweden
24/10/2020,24,10,2020,1477,8,Sweden
23/10/2020,23,10,2020,1867,7,Sweden
22/10/2020,22,10,2020,1666,9,Sweden
21/10/2020,21,10,2020,1571,3,Sweden
20/10/2020,20,10,2020,1289,4,Sweden
19/10/2020,19,10,2020,771,4,Sweden
18/10/2020,18,10,2020,321,1,Sweden
17/10/2020,17,10,2020,697,4,Sweden
16/10/2020,16,10,2020,1179,2,Sweden
15/10/2020,15,10,2020,902,3,Sweden
14/10/2020,14,10,2020,968,2,Sweden
13/10/2020,13,10,2020,916,1,Sweden
12/10/2020,12,10,2020,637,3,Sweden
11/10/2020,11,10,2020,161,2,Sweden
10/10/2020,10,10,2020,509,5,Sweden
09/10/2020,9,10,2020,783,5,Sweden
08/10/2020,8,10,2020,834,1,Sweden
07/10/2020,7,10,2020,831,3,Sweden
06/10/2020,6,10,2020,786,4,Sweden
05/10/2020,5,10,2020,374,2,Sweden
04/10/2020,4,10,2020,156,3,Sweden
03/10/2020,3,10,2020,461,3,Sweden
02/10/2020,2,10,2020,712,3,Sweden
01/10/2020,1,10,2020,633,1,Sweden
30/09/2020,30,9,2020,689,4,Sweden
29/09/2020,29,9,2020,613,2,Sweden
28/09/2020,28,9,2020,378,1,Sweden
27/09/2020,27,9,2020,167,1,Sweden
26/09/2020,26,9,2020,325,2,Sweden
25/09/2020,25,9,2020,630,4,Sweden
24/09/2020,24,9,2020,540,1,Sweden
23/09/2020,23,9,2020,553,0,Sweden
22/09/2020,22,9,2020,438,1,Sweden
21/09/2020,21,9,2020,266,2,Sweden
20/09/2020,20,9,2020,133,4,Sweden
19/09/2020,19,9,2020,279,1,Sweden
18/09/2020,18,9,2020,437,1,Sweden
17/09/2020,17,9,2020,389,1,Sweden
16/09/2020,16,9,2020,330,2,Sweden
15/09/2020,15,9,2020,292,1,Sweden
14/09/2020,14,9,2020,220,2,Sweden
13/09/2020,13,9,2020,106,2,Sweden
12/09/2020,12,9,2020,206,1,Sweden
11/09/2020,11,9,2020,291,4,Sweden
10/09/2020,10,9,2020,254,2,Sweden
09/09/2020,9,9,2020,314,2,Sweden
08/09/2020,8,9,2020,236,1,Sweden
07/09/2020,7,9,2020,185,1,Sweden
06/09/2020,6,9,2020,67,3,Sweden
05/09/2020,5,9,2020,171,0,Sweden
04/09/2020,4,9,2020,262,0,Sweden
03/09/2020,3,9,2020,286,2,Sweden
02/09/2020,2,9,2020,213,2,Sweden
01/09/2020,1,9,2020,171,3,Sweden
31/08/2020,31,8,2020,162,2,Sweden
30/08/2020,30,8,2020,48,3,Sweden
29/08/2020,29,8,2020,131,1,Sweden
28/08/2020,28,8,2020,179,1,Sweden
27/08/2020,27,8,2020,202,1,Sweden
26/08/2020,26,8,2020,244,2,Sweden
25/08/2020,25,8,2020,222,1,Sweden
24/08/2020,24,8,2020,174,1,Sweden
23/08/2020,23,8,2020,57,3,Sweden
22/08/2020,22,8,2020,160,1,Sweden
21/08/2020,21,8,2020,298,5,Sweden
20/08/2020,20,8,2020,333,2,Sweden
19/08/2020,19,8,2020,351,1,Sweden
18/08/2020,18,8,2020,314,4,Sweden
17/08/2020,17,8,2020,174,3,Sweden
16/08/2020,16,8,2020,63,0,Sweden
15/08/2020,15,8,2020,226,1,Sweden
14/08/2020,14,8,2020,344,1,Sweden
13/08/2020,13,8,2020,363,5,Sweden
12/08/2020,12,8,2020,443,3,Sweden
11/08/2020,11,8,2020,417,4,Sweden
10/08/2020,10,8,2020,196,2,Sweden
09/08/2020,9,8,2020,73,4,Sweden
08/08/2020,8,8,2020,260,1,Sweden
07/08/2020,7,8,2020,380,2,Sweden
06/08/2020,6,8,2020,378,4,Sweden
05/08/2020,5,8,2020,425,1,Sweden
04/08/2020,4,8,2020,333,2,Sweden
03/08/2020,3,8,2020,165,4,Sweden
02/08/2020,2,8,2020,38,3,Sweden
01/08/2020,1,8,2020,303,2,Sweden
31/07/2020,31,7,2020,258,2,Sweden
30/07/2020,30,7,2020,302,0,Sweden
29/07/2020,29,7,2020,301,1,Sweden
28/07/2020,28,7,2020,283,4,Sweden
27/07/2020,27,7,2020,71,6,Sweden
26/07/2020,26,7,2020,42,2,Sweden
25/07/2020,25,7,2020,138,1,Sweden
24/07/2020,24,7,2020,262,3,Sweden
23/07/2020,23,7,2020,220,5,Sweden
22/07/2020,22,7,2020,297,6,Sweden
21/07/2020,21,7,2020,226,7,Sweden
20/07/2020,20,7,2020,131,6,Sweden
19/07/2020,19,7,2020,110,7,Sweden
18/07/2020,18,7,2020,191,11,Sweden
17/07/2020,17,7,2020,284,7,Sweden
16/07/2020,16,7,2020,268,6,Sweden
15/07/2020,15,7,2020,287,6,Sweden
14/07/2020,14,7,2020,312,8,Sweden
13/07/2020,13,7,2020,170,12,Sweden
12/07/2020,12,7,2020,106,8,Sweden
11/07/2020,11,7,2020,308,10,Sweden
10/07/2020,10,7,2020,369,14,Sweden
09/07/2020,9,7,2020,334,15,Sweden
08/07/2020,8,7,2020,533,10,Sweden
07/07/2020,7,7,2020,278,12,Sweden
06/07/2020,6,7,2020,251,15,Sweden
05/07/2020,5,7,2020,315,9,Sweden
04/07/2020,4,7,2020,364,15,Sweden
03/07/2020,3,7,2020,694,8,Sweden
02/07/2020,2,7,2020,687,15,Sweden
01/07/2020,1,7,2020,685,15,Sweden
30/06/2020,30,6,2020,808,20,Sweden
29/06/2020,29,6,2020,726,16,Sweden
28/06/2020,28,6,2020,415,23,Sweden
27/06/2020,27,6,2020,755,14,Sweden
26/06/2020,26,6,2020,1204,11,Sweden
25/06/2020,25,6,2020,1276,23,Sweden
24/06/2020,24,6,2020,1696,22,Sweden
23/06/2020,23,6,2020,1309,25,Sweden
22/06/2020,22,6,2020,800,20,Sweden
21/06/2020,21,6,2020,321,22,Sweden
20/06/2020,20,6,2020,698,29,Sweden
19/06/2020,19,6,2020,1209,30,Sweden
18/06/2020,18,6,2020,1494,29,Sweden
17/06/2020,17,6,2020,1457,32,Sweden
16/06/2020,16,6,2020,1209,28,Sweden
15/06/2020,15,6,2020,685,30,Sweden
14/06/2020,14,6,2020,418,27,Sweden
13/06/2020,13,6,2020,1032,33,Sweden
12/06/2020,12,6,2020,1329,29,Sweden
11/06/2020,11,6,2020,1293,35,Sweden
10/06/2020,10,6,2020,1437,39,Sweden
09/06/2020,9,6,2020,937,33,Sweden
08/06/2020,8,6,2020,677,38,Sweden
07/06/2020,7,6,2020,462,33,Sweden
06/06/2020,6,6,2020,780,29,Sweden
05/06/2020,5,6,2020,1146,37,Sweden
04/06/2020,4,6,2020,1039,44,Sweden
03/06/2020,3,6,2020,1046,28,Sweden
02/06/2020,2,6,2020,900,36,Sweden
01/06/2020,1,6,2020,648,39,Sweden
31/05/2020,31,5,2020,265,46,Sweden
30/05/2020,30,5,2020,432,38,Sweden
29/05/2020,29,5,2020,773,40,Sweden
28/05/2020,28,5,2020,774,40,Sweden
27/05/2020,27,5,2020,800,38,Sweden
26/05/2020,26,5,2020,746,28,Sweden
25/05/2020,25,5,2020,490,42,Sweden
24/05/2020,24,5,2020,210,44,Sweden
23/05/2020,23,5,2020,403,55,Sweden
22/05/2020,22,5,2020,532,56,Sweden
21/05/2020,21,5,2020,610,53,Sweden
20/05/2020,20,5,2020,808,52,Sweden
19/05/2020,19,5,2020,666,41,Sweden
18/05/2020,18,5,2020,430,59,Sweden
17/05/2020,17,5,2020,259,52,Sweden
16/05/2020,16,5,2020,358,48,Sweden
15/05/2020,15,5,2020,688,58,Sweden
14/05/2020,14,5,2020,657,46,Sweden
13/05/2020,13,5,2020,698,50,Sweden
12/05/2020,12,5,2020,754,61,Sweden
11/05/2020,11,5,2020,455,65,Sweden
10/05/2020,10,5,2020,279,73,Sweden
09/05/2020,9,5,2020,509,68,Sweden
08/05/2020,8,5,2020,701,60,Sweden
07/05/2020,7,5,2020,785,80,Sweden
06/05/2020,6,5,2020,745,73,Sweden
05/05/2020,5,5,2020,657,72,Sweden
04/05/2020,4,5,2020,477,83,Sweden
03/05/2020,3,5,2020,261,75,Sweden
02/05/2020,2,5,2020,299,72,Sweden
01/05/2020,1,5,2020,532,78,Sweden
30/04/2020,30,4,2020,636,78,Sweden
29/04/2020,29,4,2020,799,83,Sweden
28/04/2020,28,4,2020,742,83,Sweden
27/04/2020,27,4,2020,563,74,Sweden
26/04/2020,26,4,2020,300,74,Sweden
25/04/2020,25,4,2020,473,73,Sweden
24/04/2020,24,4,2020,781,89,Sweden
23/04/2020,23,4,2020,758,86,Sweden
22/04/2020,22,4,2020,723,77,Sweden
21/04/2020,21,4,2020,707,62,Sweden
20/04/2020,20,4,2020,461,85,Sweden
19/04/2020,19,4,2020,388,87,Sweden
18/04/2020,18,4,2020,532,86,Sweden
17/04/2020,17,4,2020,689,83,Sweden
16/04/2020,16,4,2020,623,111,Sweden
15/04/2020,15,4,2020,604,115,Sweden
14/04/2020,14,4,2020,479,91,Sweden
13/04/2020,13,4,2020,437,84,Sweden
12/04/2020,12,4,2020,464,97,Sweden
11/04/2020,11,4,2020,395,102,Sweden
10/04/2020,10,4,2020,454,90,Sweden
09/04/2020,9,4,2020,645,86,Sweden
08/04/2020,8,4,2020,654,115,Sweden
07/04/2020,7,4,2020,739,84,Sweden
06/04/2020,6,4,2020,389,90,Sweden
05/04/2020,5,4,2020,340,85,Sweden
04/04/2020,4,4,2020,357,70,Sweden
03/04/2020,3,4,2020,602,80,Sweden
02/04/2020,2,4,2020,554,70,Sweden
01/04/2020,1,4,2020,486,53,Sweden
31/03/2020,31,3,2020,474,48,Sweden
30/03/2020,30,3,2020,416,45,Sweden
29/03/2020,29,3,2020,280,38,Sweden
28/03/2020,28,3,2020,300,35,Sweden
27/03/2020,27,3,2020,365,32,Sweden
26/03/2020,26,3,2020,286,31,Sweden
25/03/2020,25,3,2020,314,22,Sweden
24/03/2020,24,3,2020,230,21,Sweden
23/03/2020,23,3,2020,182,11,Sweden
22/03/2020,22,3,2020,118,11,Sweden
21/03/2020,21,3,2020,136,8,Sweden
20/03/2020,20,3,2020,180,9,Sweden
19/03/2020,19,3,2020,143,7,Sweden
18/03/2020,18,3,2020,145,6,Sweden
17/03/2020,17,3,2020,119,1,Sweden
16/03/2020,16,3,2020,83,2,Sweden
15/03/2020,15,3,2020,69,2,Sweden
14/03/2020,14,3,2020,71,1,Sweden
13/03/2020,13,3,2020,152,1,Sweden
12/03/2020,12,3,2020,151,0,Sweden
11/03/2020,11,3,2020,196,1,Sweden
10/03/2020,10,3,2020,98,0,Sweden
09/03/2020,9,3,2020,101,0,Sweden
08/03/2020,8,3,2020,46,0,Sweden
07/03/2020,7,3,2020,33,0,Sweden
06/03/2020,6,3,2020,59,0,Sweden
05/03/2020,5,3,2020,25,0,Sweden
04/03/2020,4,3,2020,30,0,Sweden
03/03/2020,3,3,2020,13,0,Sweden
02/03/2020,2,3,2020,5,0,Sweden
01/03/2020,1,3,2020,0,0,Sweden
29/02/2020,29,2,2020,3,0,Sweden
28/02/2020,28,2,2020,8,0,Sweden
27/02/2020,27,2,2020,1,0,Sweden
26/02/2020,26,2,2020,1,0,Sweden
25/02/2020,25,2,2020,0,0,Sweden
24/02/2020,24,2,2020,0,0,Sweden
23/02/2020,23,2,2020,0,0,Sweden
22/02/2020,22,2,2020,0,0,Sweden
21/02/2020,21,2,2020,0,0,Sweden
20/02/2020,20,2,2020,0,0,Sweden
