date,day,month,year,cases,deaths,countries
19/02/2020,19,2,2020,0,0,Sweden
18/02/2020,18,2,2020,0,0,Sweden
17/02/2020,17,2,2020,0,0,Sweden
16/02/2020,16,2,2020,0,0,Sweden
15/02/2020,15,2,2020,0,0,Sweden
14/02/2020,14,2,2020,0,0,Sweden
13/02/2020,13,2,2020,0,0,Sweden
12/02/2020,12,2,2020,0,0,Sweden
11/02/2020,11,2,2020,0,0,Sweden
10/02/2020,10,2,2020,0,0,Sweden
09/02/2020,9,2,2020,0,0,Sweden
08/02/2020,8,2,2020,0,0,Sweden
07/02/2020,7,2,2020,0,0,Sweden
06/02/2020,6,2,2020,0,0,Sweden
05/02/2020,5,2,2020,0,0,Sweden
04/02/2020,4,2,2020,1,0,Sweden
